App,Rating,Reviews,Size,Installs,Price,Content Rating,Subscription_Type,Year,Month,Day,Application_Type,Android_version,Primary_Application_Type
BC browser,4.3,1,3.4,100,0.0,Everyone,0,2018,1,17,Business,4.0 and up,Business
PPCNP-BC Pocket Prep,4.3,3,12000.0,50,0.0,Everyone,0,2018,7,12,Medical,4.4 and up,Medical
AP Calculus BC Practice Test,4.2,4,29000.0,500,0.0,Everyone,0,2018,1,25,Education,4.4 and up,Education
BC Pizza,2.3,3,2.6,500,0.0,Everyone,0,2016,1,12,Lifestyle,4.2 and up,Lifestyle
Railroad Radio Vancouver BC,5.0,4,1.7,100,0.0,Teen,0,2015,6,28,Entertainment,2.2 and up,Entertainment
AP Calculus BC: Practice Tests and Flashcards,3.6,5,5.4,1000,0.0,Everyone,0,2018,7,3,Education,4.1 and up,Education
Aura Hair Group BC,4.3,0,13000.0,100,0.0,Everyone,0,2018,4,23,Beauty,4.0.3 and up,Beauty
Bridge Constructor Playground FREE,3.9,137377,30000.0,5000000,0.0,Everyone,0,2017,4,12,Simulation,4.0.3 and up,Simulation
"BDCast - Bangla Live TV,Radio",4.4,7461,31000.0,1000000,0.0,Everyone,0,2018,5,20,Entertainment,4.1 and up,Entertainment
bd's Mongolian Grill,4.2,120,14000.0,10000,0.0,Everyone,0,2018,2,23,Lifestyle,4.1 and up,Lifestyle
BD Briight: Your Diabetes Personal Assistant,4.8,17,37000.0,5000,0.0,Everyone,0,2018,7,19,Medical,5.0 and up,Medical
Jagobd - Bangla TV(Official),4.3,39109,4.0,1000000,0.0,Everyone,0,2017,12,20,Entertainment,4.0 and up,Entertainment
BD Data Plan (3G & 4G),4.4,10341,6.9,500000,0.0,Everyone,0,2018,7,5,Communication,4.1 and up,Communication
বাংলা টিভি প্রো BD Bangla TV,4.3,193,14000.0,10000,0.0,Everyone,0,2017,4,29,Entertainment,4.0 and up,Entertainment
BD tools,4.0,21,210.0,10000,0.0,Everyone,0,2015,12,18,Tools,4.2 and up,Tools
BD Provider App,1.4,45,13000.0,5000,0.0,Everyone,0,2016,9,12,Health & Fitness,4.1 and up,Health & Fitness
"Izneo, Read Manga, Comics & BD",3.3,1476,18000.0,500000,0.0,Teen,0,2018,6,11,Comics,4.0 and up,Comics
BD Radio TV Free List,4.3,539,13000.0,50000,0.0,Everyone,0,2018,8,1,Entertainment,4.2 and up,Entertainment
BD Simplist Through Their Eyes,4.3,1,38000.0,10,0.0,Everyone,0,2015,12,4,Simulation,4.1 and up,Simulation
BD Online News,4.6,30,3.8,1000,0.0,Everyone,0,2018,3,20,News & Magazines,4.0.3 and up,News & Magazines
BD Bank Interest,4.7,289,3.2,5000,0.0,Everyone,0,2018,5,4,Finance,4.1 and up,Finance
BD Earn Pro,4.2,540,3.2,10000,0.0,Everyone,0,2018,8,1,Entertainment,4.1 and up,Entertainment
Comics Reader,3.9,4496,609.0,100000,0.0,Everyone,0,2017,10,29,Comics,2.3 and up,Comics
Upohar BD,3.4,9,1.7,1000,0.0,Everyone,0,2016,10,8,Business,3.0 and up,Business
Electricity Bill Calculator BD,4.3,247,4.0,10000,0.0,Everyone,0,2016,6,22,Productivity,4.0.3 and up,Productivity
BD Fishpedia,4.8,123,6.5,1000,0.0,Everyone,0,2017,3,15,Books & Reference,3.0 and up,Books & Reference
BD Attendance,4.8,93,14000.0,1000,0.0,Everyone,0,2018,7,17,Productivity,4.3 and up,Productivity
BD All Sim Offer,4.5,197,2.8,10000,0.0,Everyone,0,2017,1,3,Books & Reference,4.1 and up,Books & Reference
BD TYCOON,3.3,16,33000.0,500,0.0,Everyone,0,2017,7,6,Simulation,4.1 and up,Simulation
BD Sports Box & TV,4.2,5,3.3,500,0.0,Everyone,0,2018,4,13,Entertainment,4.0.3 and up,Entertainment
Tour BD (Bahir Dar Map),4.9,49,3.9,100,0.0,Everyone,0,2017,10,16,Maps & Navigation,4.2 and up,Maps & Navigation
BD Field Force,4.2,41,15000.0,1000,0.0,Everyone,0,2018,8,1,Productivity,4.3 and up,Productivity
BD CRICKET LIVE,4.6,1238,9.5,100000,0.0,Everyone,0,2018,1,15,Sports,4.0.3 and up,Sports
BD All Results,4.1,205,7.3,50000,0.0,Everyone,0,2017,11,29,Education,4.0.3 and up,Education
BD Online Passport Application,4.6,12,2.4,5000,0.0,Everyone,0,2017,10,7,Education,4.0.3 and up,Education
BD Internet Packages (Updated),4.0,474,3.0,50000,0.0,Everyone,0,2016,8,5,Communication,4.0 and up,Communication
Live Radio BD,4.2,69,3.5,10000,0.0,Everyone,0,2015,5,4,Entertainment,4.0 and up,Entertainment
iCard BD Plus,5.0,2,2.4,500,0.0,Everyone,0,2016,7,15,Social,2.0 and up,Social
BD Dialer,4.1,29,13000.0,10000,0.0,Everyone,0,2018,7,9,Communication,4.1 and up,Communication
BANGLA TV 3G/4G,4.1,142,5.3,100000,0.0,Everyone,0,2018,6,7,Sports,4.0 and up,Sports
Earn Money BD,3.8,103,6.9,5000,0.0,Everyone,0,2018,7,11,Finance,4.0 and up,Finance
BD Hospital's,4.7,12,2.3,100,0.0,Everyone,0,2015,10,7,Education,3.0 and up,Education
Rabbithole,3.5,3347,15000.0,100000,0.0,Everyone,0,2018,7,18,Entertainment,4.4 and up,Entertainment
Educationboard Results BD,4.0,983,7.2,100000,0.0,Everyone,0,2018,6,12,Education,4.0 and up,Education
BD Online Shop,4.2,63,13000.0,5000,0.0,Everyone,0,2015,9,13,Business,2.3.3 and up,Business
Remote for Samsung TV & BluRay Players (Read Desc),3.3,1988,7.3,500000,0.0,Everyone,0,2018,8,3,Tools,4.3 and up,Tools
Vehicle Case Checker BD,3.7,29,3.3,10000,0.0,Everyone,0,2017,7,13,Tools,4.1 and up,Tools
Remote for Sony TV & Sony Blu-Ray Players MyAV,3.4,3491,7.3,1000000,0.0,Everyone,0,2018,7,31,Tools,4.3 and up,Tools
Remote for Panasonic TV+BD+AVR,3.7,533,7.3,100000,0.0,Everyone,0,2018,7,31,Tools,4.3 and up,Tools
Exam Result BD,5.0,2,2.6,500,0.0,Everyone,0,2017,7,22,Education,3.2 and up,Education
BD Live Call,4.4,7,308.0,5000,0.0,Everyone,0,2016,9,6,Communication,2.0 and up,Communication
Helping BD,5.0,15,4.5,100,0.0,Everyone,0,2018,6,19,Lifestyle,4.0.3 and up,Lifestyle
Best Browser BD social networking,4.8,6,21000.0,10,0.0,Everyone,0,2018,7,4,Communication,4.1 and up,Communication
Traffic signs BD,4.4,7,5.3,500,0.0,Everyone,0,2015,10,8,Communication,4.1 and up,Communication
BD Internet Package Activator,4.9,13,2.3,100,0.0,Everyone,0,2018,3,9,News & Magazines,4.0.3 and up,News & Magazines
be Produbanco,4.0,967,22000.0,100000,0.0,Everyone,0,2018,8,2,Finance,4.1 and up,Finance
Millionaire : Who want to be?,4.4,4396,40000.0,100000,0.0,Everyone,0,2017,4,12,Trivia,2.3 and up,Trivia
Be My Eyes - Helping the blind,4.9,8418,21000.0,500000,0.0,Everyone,0,2018,7,11,Lifestyle,4.4 and up,Lifestyle
Be My Princess: PARTY,4.4,9443,21000.0,100000,0.0,Teen,0,2016,12,12,Simulation,4.0.3 and up,Simulation
BeautyPlus - Easy Photo Editor & Selfie Camera,4.4,3156484,53000.0,100000000,0.0,Everyone,0,2018,7,31,Photography,4.1 and up,Photography
Movement BE,5.0,20,1.2,100,0.0,Teen,0,2016,11,10,Social,4.4 and up,Social
Be Stronger,4.8,787,53000.0,1000,1.99,Everyone,1,2018,7,31,Health & Fitness,4.0.3 and up,Health & Fitness
Be My Love Animated Keyboard,4.6,838,11000.0,50000,0.0,Teen,0,2018,3,30,Personalization,4.1 and up,Personalization
Be My Princess 2,4.3,2806,27000.0,100000,0.0,Teen,0,2018,3,20,Entertainment,2.3 and up,Entertainment
Millionaire Quiz Free: Be Rich,3.8,66033,6.8,10000000,0.0,Everyone,0,2018,1,1,Casual,4.0 and up,Casual
Be the Manager 2018 - Football Strategy,4.3,7557,7.4,100000,0.0,Everyone,0,2018,3,12,Sports,4.2 and up,Sports
Be like Me - Hay Nhu Toi,4.3,44,3.5,1000,0.0,Teen,0,2016,5,26,Personalization,4.0 and up,Personalization
Be Fabulous PHOTO BOOTH,4.1,560,1.7,10000,0.0,Everyone,0,2017,2,1,Photography,4.0 and up,Photography
RadarNow!,4.5,54090,4.0,5000000,0.0,Everyone,0,2018,2,28,Weather,4.0 and up,Weather
Be My Princess,4.2,3103,8.8,100000,0.0,Teen,0,2017,9,19,Entertainment,2.2 and up,Entertainment
Fat No More - Be the Biggest Loser in the Gym!,3.8,48545,38000.0,1000000,0.0,Everyone,0,2018,8,3,Casual,4.1 and up,Casual
Be Like Bill - Maker,4.3,18,1.7,1000,0.0,Everyone,0,2016,1,27,Entertainment,3.2 and up,Entertainment
Top Eleven 2018 - Be a Soccer Manager,4.4,3451011,13000.0,50000000,0.0,Everyone,0,2018,7,26,Sports,4.1 and up,Sports
Be the Manager 2016 (football),4.2,4330,6.1,100000,0.0,Everyone,0,2017,10,19,Sports,4.0 and up,Sports
Hair Salon - Fun Games,3.8,484226,27000.0,50000000,0.0,Teen,0,2018,6,15,Casual,4.0 and up,Casual
Adobe Photoshop Fix,4.2,28390,38000.0,5000000,0.0,Everyone,0,2017,7,19,Photography,5.0 and up,Photography
Make your Be Like Bill,4.0,78,2.8,5000,0.0,Everyone,0,2016,1,16,Comics,2.3 and up,Comics
Be like Bill Generator,4.2,67,6.5,5000,0.0,Teen,0,2016,1,29,Entertainment,4.0.3 and up,Entertainment
Be you GO Launcher Theme,4.3,1580,3.6,100000,0.0,Everyone,0,2014,11,12,Personalization,2.3 and up,Personalization
"Star Girl - Fashion, Makeup & Dress Up",4.3,556929,53000.0,10000000,0.0,Teen,0,2018,4,19,Casual,4.0.3 and up,Casual
Be Like Bro - Compilation,4.4,146,3.9,10000,0.0,Teen,0,2018,3,30,Entertainment,4.1 and up,Entertainment
Bowmasters,4.7,1535581,13000.0,50000000,0.0,Teen,0,2018,7,23,Action,4.1 and up,Action
YAY - TBH,4.1,2520,12000.0,100000,0.0,Teen,0,2017,11,17,Social,4.3 and up,Social
The Sims™ Mobile,4.5,559597,89000.0,10000000,0.0,Teen,0,2018,7,26,Simulation,4.1 and up,Simulation
Find My Friends,4.2,305367,46000.0,10000000,0.0,Everyone,0,2018,8,1,Social,4.4 and up,Social
Beauty Idol: Fashion Queen,4.3,128367,54000.0,1000000,0.0,Everyone,0,2017,10,27,Arcade,4.0.3 and up,Arcade
Unseen - No Last Seen,4.4,103909,9.2,5000000,0.0,Everyone,0,2018,5,11,Tools,4.3 and up,Tools
OK K.O.! Lakewood Plaza Turbo,4.5,76608,24000.0,1000000,0.0,Everyone 10+,0,2017,1,5,Action;Action & Adventure,4.0 and up,Action
Hard Time (Prison Sim),4.3,275843,41000.0,10000000,0.0,Teen,0,2018,7,19,Adventure,4.0 and up,Adventure
She Will Be Loved Lyrics,4.3,2,705.0,100,0.0,Everyone,0,2016,3,1,Entertainment,2.1 and up,Entertainment
Nick,4.2,123309,25000.0,10000000,0.0,Everyone 10+,0,2018,1,24,Entertainment;Music & Video,4.4 and up,Entertainment
Battlefield™ Companion,4.0,263907,62000.0,10000000,0.0,Everyone 10+,0,2016,11,1,Action,4.0 and up,Action
Wolf of the BF:Commando MOBILE,3.4,32,27000.0,1000,0.99,Everyone 10+,1,2017,3,23,Arcade,4.0 and up,Arcade
BF at Sea Refueled,4.4,1849,37000.0,10000,0.0,Everyone,0,2015,10,20,Board,2.3.3 and up,Board
BF Movies Fun,3.8,63,3.7,10000,0.0,Teen,0,2018,4,7,Entertainment,2.3.3 and up,Entertainment
BF Browser by Betfilter - Stop Gambling Today!,3.0,39,4.6,10000,0.0,Everyone,0,2017,9,4,Communication,4.0.3 and up,Communication
My BF App,4.1,141,9.9,50000,0.0,Everyone,0,2017,12,19,Communication,4.0 and up,Communication
Funny videos for whatsapp,4.4,3066,9.0,1000000,0.0,Everyone,0,2017,12,17,Video Players & Editors,4.0.3 and up,Video Players & Editors
BF games,4.1,262,29000.0,50000,0.0,Everyone,0,2017,11,1,Puzzle,4.0.3 and up,Puzzle
BF 3d Wallpapers,4.1,256,2.5,100000,0.0,Teen,0,2015,6,18,Entertainment,3.0 and up,Entertainment
Hot Bhojpuri Video songs,4.1,28892,6.3,5000000,0.0,Teen,0,2018,7,11,Entertainment,4.0 and up,Entertainment
Bullet Force,4.5,634159,58000.0,10000000,0.0,Teen,0,2018,6,21,Action,4.2 and up,Action
GF - BF Chat Stories - Hindi English Convesation,4.1,32,4.1,10000,0.0,Everyone,0,2018,6,18,Education,4.1 and up,Education
BF Scale Health Fitness Tool,2.2,19,9.6,1000,0.0,Everyone,0,2017,11,29,Health & Fitness,4.3 and up,Health & Fitness
BF-Calc,3.9,428,3.8,100000,0.0,Everyone,0,2015,3,31,Tools,2.3.3 and up,Tools
BF 4 Guns,4.0,1542,13000.0,50000,0.0,Everyone,0,2015,6,9,Entertainment,3.0 and up,Entertainment
My Virtual Boyfriend,4.3,105,51000.0,1000,0.99,Teen,1,2017,2,17,Casual,2.3.3 and up,Casual
Sexy Hot Detector Prank,3.9,17067,2.7,5000000,0.0,Everyone,0,2018,2,13,Casual,4.1 and up,Casual
BF Combat: Genesis,4.0,3322,82000.0,100000,0.0,Mature 17+,0,2017,3,2,Action,2.3 and up,Action
"Women""s Health Tips(Breast,Face,Body,weight lose)",4.2,2509,5.0,1000000,0.0,Mature 17+,0,2018,4,20,Health & Fitness,4.1 and up,Health & Fitness
Combat BF: Black Ops 3,4.2,7699,83000.0,500000,0.0,Mature 17+,0,2017,3,2,Action,2.3 and up,Action
BF Beautiful Nature,3.6,5,2.5,1000,0.0,Mature 17+,0,2015,6,11,Entertainment,3.0 and up,Entertainment
BF 3d Images,4.3,19,2.5,1000,0.0,Teen,0,2015,6,17,Entertainment,3.0 and up,Entertainment
Jigsaw Puzzles Bus Scania BF,4.3,3,6.6,1000,0.0,Teen,0,2016,11,7,Puzzle,4.0 and up,Puzzle
BF 3d View Wallpapers,4.3,4,2.5,1000,0.0,Teen,0,2015,6,18,Entertainment,3.0 and up,Entertainment
Hot Bhojpuri Video Song 2018 - Free Movies,4.4,447,3.7,100000,0.0,Mature 17+,0,2018,4,4,Entertainment,4.2 and up,Entertainment
Body Scanner xray Real Camera Prank Entertaintment,2.6,17,4.6,5000,0.0,Everyone,0,2018,5,5,Entertainment,2.3 and up,Entertainment
BF Frontline City,4.1,29798,80000.0,1000000,0.0,Mature 17+,0,2017,3,6,Action,2.3 and up,Action
Bf Light,4.3,6,11000.0,1000,0.0,Everyone,0,2017,2,9,Business,4.1 and up,Business
Droid PRoCon BF3,3.5,412,2.6,5000,0.99,Everyone,1,2015,3,12,Tools,3.0 and up,Tools
BF Abstract 3d Pictures,4.2,72,2.5,10000,0.0,Teen,0,2015,6,18,Entertainment,3.0 and up,Entertainment
CE BF,4.3,0,24000.0,50,0.0,Everyone,0,2018,1,2,Lifestyle,4.1 and up,Lifestyle
Freedom Christian BF,4.3,0,12000.0,10,0.0,Everyone,0,2016,2,22,Lifestyle,4.0.3 and up,Lifestyle
Random Love (BF),3.7,3,10000.0,50,0.0,Everyone,0,2015,10,4,Entertainment,2.2 and up,Entertainment
Virtual Boyfriend Chat,2.4,407,306.0,50000,0.0,Mature 17+,0,2017,4,11,Entertainment,2.2 and up,Entertainment
BF Family user,4.3,8,26000.0,100,0.0,Everyone,0,2018,2,1,Business,4.1 and up,Business
Talking Boyfriend,2.9,1073,2.8,100000,0.0,Everyone,0,2016,8,28,Entertainment,2.3.3 and up,Entertainment
Faketalk - Chatbot,4.2,63056,8.1,1000000,0.0,Teen,0,2018,7,3,Word,2.3 and up,Word
XXX DISTILLERY,4.2,509,3.2,100000,0.0,Everyone,0,2017,8,2,Business,4.0 and up,Business
Cute Questions BF,4.0,3,3.3,1000,0.0,Everyone,0,2018,6,2,Lifestyle,4.4 and up,Lifestyle
BG Score,2.6,64,1.6,10000,0.0,Everyone,0,2017,7,26,Sports,4.0.3 and up,Sports
BG Advisor™,4.4,7,5.6,1000,0.0,Everyone,0,2017,1,10,Tools,4.0.3 and up,Tools
BG Products,4.8,4,4.5,500,0.0,Everyone,0,2017,11,28,Auto & Vehicles,5.0 and up,Auto & Vehicles
BG LINKED (BGLINKED),4.7,22,11000.0,1000,0.0,Everyone,0,2018,1,19,Social,4.1 and up,Social
BG Monitor Diabetes,4.4,643,2.8,10000,0.0,Everyone,0,2017,4,23,Medical,4.4 and up,Medical
BG Monitor Diabetes Pro,4.6,87,2.8,500,5.99,Everyone,1,2017,4,23,Medical,4.4 and up,Medical
HTC Sense Input-BG,2.7,198,2.8,100000,0.0,Everyone,0,2014,4,22,Tools,4.1 and up,Tools
Photo BG Changer,3.8,11,17000.0,1000,0.0,Everyone,0,2018,2,21,Photography,4.1 and up,Photography
BG TV App,1.7,6,2.9,100,0.0,Everyone,0,2017,12,21,Entertainment,4.1 and up,Entertainment
BG BRIDAL GALLERY,4.6,17,19000.0,1000,0.0,Everyone,0,2018,6,27,Lifestyle,4.4 and up,Lifestyle
HTC Sense Input - BG,3.3,218,4.1,10000,0.0,Everyone,0,2015,11,9,Tools,5.0 and up,Tools
BG Editor,4.3,0,8.4,5,0.0,Everyone,0,2018,7,23,Photography,4.1 and up,Photography
BG Sports News,4.3,41,5.0,1000,0.0,Everyone,0,2016,2,9,News & Magazines,3.0 and up,News & Magazines
Board Game Stats: Play tracking for tabletop games,4.6,275,3.9,5000,2.99,Everyone,1,2018,7,17,Lifestyle,4.1 and up,Lifestyle
Bg TV Online,2.3,50,2.8,10000,0.0,Everyone,0,2017,10,21,Entertainment,4.1 and up,Entertainment
"PhotoLayers〜Superimpose,Eraser",4.5,81219,2.6,10000000,0.0,Everyone,0,2015,6,14,Photography,4.1 and up,Photography
Zdravei.BG,4.3,6,6.1,1000,0.0,Mature 17+,0,2018,1,8,Social,4.1 and up,Social
BG+Phone Backup,4.8,16,2.6,1000,0.0,Everyone,0,2017,2,17,Productivity,2.3 and up,Productivity
BGKontakti London BG Kontakti,4.3,4,8.9,500,0.0,Everyone,0,2017,3,23,Social,3.0 and up,Social
ReactNative BG Geolocation,5.0,5,9.1,1000,0.0,Everyone,0,2018,5,25,Tools,4.1 and up,Tools
BG TV Stations,4.3,0,2.9,100,0.0,Everyone,0,2018,2,10,Entertainment,4.1 and up,Entertainment
BG video - floating video - background video,4.1,64,2.0,5000,0.0,Everyone,0,2018,5,21,Video Players & Editors,4.0 and up,Video Players & Editors
BG TV Program,4.3,1,2.8,100,0.0,Everyone,0,2018,4,22,Entertainment,4.1 and up,Entertainment
BG Cable TV,4.3,5,2.8,1000,0.0,Everyone,0,2018,2,25,Entertainment,4.1 and up,Entertainment
BG Middle East,4.3,1,9.4,10,0.0,Everyone,0,2017,12,20,Auto & Vehicles,4.0 and up,Auto & Vehicles
Blender BG - Photo Blend With Background,4.3,0,7.8,100,0.0,Everyone,0,2017,9,20,Photography,4.2 and up,Photography
BG MUSIC PLAYER - MUSIC PLAYER,4.3,0,8.6,100,0.0,Everyone,0,2018,6,26,Video Players & Editors,4.1 and up,Video Players & Editors
BG Future School,4.9,16,10000.0,100,0.0,Everyone,0,2017,7,22,Education,4.0.3 and up,Education
Simple Photo BG Changer,4.3,1,5.1,10,0.0,Everyone,0,2018,6,8,Tools,2.3 and up,Tools
BGKontakti Bayern BG Kontakti,4.3,32,7.8,1000,0.0,Everyone,0,2016,5,25,Social,3.0 and up,Social
BGKontakti Vienna BG Kontakti,4.8,111,5.9,1000,0.0,Everyone,0,2018,7,18,Social,4.1 and up,Social
CARS.bg,4.5,276,1.7,100000,0.0,Everyone,0,2017,7,5,Auto & Vehicles,4.4 and up,Auto & Vehicles
BG Torneos,4.3,7,2.3,100,0.0,Everyone,0,2018,6,13,Sports,4.1 and up,Sports
YourTube Video Views BG,4.3,8,2.5,500,0.0,Everyone,0,2015,11,12,Video Players & Editors,4.0 and up,Video Players & Editors
BG Television,4.3,3,2.8,500,0.0,Everyone,0,2017,12,10,Entertainment,4.1 and up,Entertainment
Cъновник BG,4.3,13,4.1,1000,0.0,Everyone,0,2017,1,21,Books & Reference,4.0 and up,Books & Reference
Auto Background Changer,4.0,35188,6.2,1000000,0.0,Everyone,0,2018,2,22,Photography,3.2 and up,Photography
Block Gun 3D: Call of Destiny,3.7,31883,20000.0,1000000,0.0,Teen,0,2017,3,23,Action,2.3 and up,Action
BG Remover & Eraser Pro,2.2,4,4.8,500,0.0,Everyone,0,2018,4,3,Tools,2.3 and up,Tools
BG Cricket,4.3,6,24000.0,500,0.0,Everyone,0,2018,6,14,Sports,4.2 and up,Sports
BG Guide,5.0,3,2.4,100,0.0,Everyone,0,2016,11,28,Travel & Local,2.3.3 and up,Travel & Local
Bg Radios - Bulgarian radio stations online,4.3,8,13000.0,1000,0.0,Everyone,0,2018,7,13,Entertainment,4.1 and up,Entertainment
Micro.bg Cloud POS System,4.3,6,13000.0,100,0.0,Everyone,0,2017,7,12,Business,2.0 and up,Business
BG-FLEET,4.3,0,1.8,10,0.0,Everyone,0,2018,7,30,Tools,4.0.3 and up,Tools
trip.bg,4.5,103,9.8,1000,0.0,Everyone,0,2018,7,30,Travel & Local,4.0.3 and up,Travel & Local
Dete.bg,4.3,0,29000.0,100,0.0,Everyone,0,2017,6,12,News & Magazines,4.1 and up,News & Magazines
BLOOD & GLORY: IMMORTALS,4.3,101762,11000.0,1000000,0.0,Teen,0,2015,6,11,Action,3.0 and up,Action
Change photo background,3.8,28660,6.4,5000000,0.0,Everyone,0,2018,3,21,Photography,4.0.3 and up,Photography
Es-Bg Offline Voice Translator,4.3,1,87000.0,10,1.49,Everyone,1,2017,3,19,Travel & Local,3.0 and up,Travel & Local
Baldur's Gate: Enhanced Edition,4.5,20101,7.8,100000,9.99,Teen,1,2015,10,2,Role Playing,3.0 and up,Role Playing
Shadow Fight 2 Special Edition,4.5,10440,86000.0,50000,4.99,Teen,1,2018,5,30,Action,4.1 and up,Action
ePazar.bg,4.3,28,2.1,1000,0.0,Everyone,0,2017,1,7,Shopping,3.0 and up,Shopping
Revita.bg,4.8,10,4.0,10,0.0,Everyone,0,2018,6,13,Health & Fitness,4.0 and up,Health & Fitness
Background Eraser,4.5,267378,1.9,10000000,0.0,Everyone,0,2015,7,11,Photography,4.0 and up,Photography
ePay.bg,4.4,2017,2.4,100000,0.0,Everyone,0,2018,7,26,Finance,4.1 and up,Finance
Top Novini BG,4.3,2,2.9,100,0.0,Everyone,0,2016,6,14,News & Magazines,4.1 and up,News & Magazines
Block Gun 3D: Ghost Ops,3.9,142693,21000.0,5000000,0.0,Teen,0,2018,6,7,Action,2.3 and up,Action
"Music for Youtube - Tube Music BG, Red+",4.3,47,8.7,1000,0.0,Teen,0,2017,9,23,Video Players & Editors,4.2 and up,Video Players & Editors
Bg+ Call Blocker,4.3,80,1.7,10000,0.0,Everyone,0,2018,3,20,Tools,4.0 and up,Tools
BG Blurry HD Wallpapers,4.3,1,5.1,10,0.0,Everyone,0,2018,3,12,Entertainment,4.0 and up,Entertainment
Background Changer & Eraser,4.0,2076,11000.0,500000,0.0,Teen,0,2018,5,21,Photography,4.1 and up,Photography
Stolica.bg,4.3,1,1.3,50,0.0,Everyone,0,2018,5,2,News & Magazines,5.0 and up,News & Magazines
Cut Out : Background Eraser and background changer,4.1,7118,9.2,1000000,0.0,Everyone,0,2018,6,29,Photography,4.0 and up,Photography
mySugr: the blood sugar tracker made just for you,4.6,21187,35000.0,1000000,0.0,Everyone,0,2018,7,23,Medical,5.0 and up,Medical
Photo Background Changer 2018 - Blur Background,3.7,34079,9.2,5000000,0.0,Everyone,0,2018,5,21,Lifestyle,4.1 and up,Lifestyle
ScorePal,4.5,1439,15000.0,10000,0.0,Everyone,0,2018,7,9,Tools,4.3 and up,Tools
Backgammon NJ for Android,4.4,1644,15000.0,10000,7.99,Everyone,1,2017,4,5,Board,2.3.3 and up,Board
BG Burger,4.3,1,19000.0,10,0.0,Everyone,0,2017,3,29,Food & Drink,4.1 and up,Food & Drink
JOBS.bg,4.4,1630,2.2,100000,0.0,Everyone,0,2017,8,22,Business,4.4 and up,Business
CSCS BG (в български),2.4,7,2.1,100,3.99,Everyone,1,2017,3,23,Education,4.0.3 and up,Education
LEGO ® Batman: Beyond Gotham,4.1,10758,8.0,100000,4.99,Everyone 10+,1,2015,12,15,Adventure;Action & Adventure,4.0.3 and up,Adventure
Blood Glucose Tracker,4.6,9612,3.5,100000,0.0,Everyone,0,2018,5,18,Health & Fitness,4.4 and up,Health & Fitness
Baldur's Gate II,4.3,5442,16000.0,50000,9.99,Teen,1,2018,6,28,Role Playing,3.0 and up,Role Playing
Rento - Dice Board Game Online,4.3,205830,63000.0,10000000,0.0,Everyone,0,2018,6,20,Board,4.1 and up,Board
N+ News Bulgaria,4.3,2,10000.0,50,0.0,Everyone,0,2017,8,2,News & Magazines,4.0 and up,News & Magazines
Remix Second Hand,4.2,867,7.5,100000,0.0,Everyone,0,2018,8,2,Shopping,4.4 and up,Shopping
Ultimate Background Eraser,4.3,14453,21000.0,1000000,0.0,Everyone,0,2018,3,13,Photography,4.1 and up,Photography
OnTrack Diabetes,4.3,6079,1.8,500000,0.0,Everyone,0,2018,1,17,Medical,2.1 and up,Medical
Blur Image Background,3.9,129268,11000.0,10000000,0.0,Everyone,0,2018,7,30,Photography,4.1 and up,Photography
ALL-IN-ONE PACKAGE TRACKING,4.7,167406,18000.0,1000000,0.0,Everyone,0,2018,7,23,Productivity,4.0.3 and up,Productivity
Grabo.bg,4.6,8175,3.2,100000,0.0,Everyone,0,2018,4,5,Shopping,4.0.3 and up,Shopping
GEM™,4.3,6,33000.0,500,0.0,Everyone,0,2018,7,23,Tools,5.0 and up,Tools
Diabetes Connect,4.5,4027,8.4,100000,0.0,Everyone,0,2017,10,10,Medical,4.0 and up,Medical
B&H Photo Video Pro Audio,4.6,17180,31000.0,1000000,0.0,Everyone,0,2018,8,3,Shopping,4.4 and up,Shopping
BH by Kinomap,2.9,141,22000.0,10000,0.0,Everyone,0,2018,7,30,Health & Fitness,4.1 and up,Health & Fitness
BH Cosmetics,4.0,2,3.6,1000,0.0,Everyone,0,2018,5,29,Beauty,4.0 and up,Beauty
BH Bikes Premium,3.0,26,15000.0,1000,0.0,Everyone,0,2017,5,9,Sports,5.0 and up,Sports
B&H Kids AR,3.9,286,18000.0,10000,0.0,Everyone,0,2017,9,29,Books & Reference,4.0 and up,Books & Reference
BH Bikes GPS Locator,4.3,0,10000.0,10,0.0,Everyone,0,2018,7,19,Sports,5.0 and up,Sports
BH Patrole,4.8,27,2.5,500,0.0,Everyone,0,2018,2,15,Auto & Vehicles,4.4 and up,Auto & Vehicles
CINEMA.BH,3.9,11,16000.0,1000,0.0,Everyone,0,2018,1,30,Entertainment,4.2 and up,Entertainment
DSLR Photography Training apps,4.0,675,15000.0,100000,0.0,Everyone,0,2017,7,29,Photography,2.3 and up,Photography
Radio Belo Horizonte,4.3,0,4.3,10,0.0,Mature 17+,0,2018,8,3,Entertainment,4.0 and up,Entertainment
BH Online,4.3,0,4.6,10,0.0,Everyone,0,2018,7,4,Finance,5.0 and up,Finance
Belo Horizonte Map offline,4.3,11,18000.0,1000,0.0,Everyone,0,2018,7,12,Travel & Local,4.3 and up,Travel & Local
Bh Public School,5.0,2,8.7,10,0.0,Everyone,0,2018,3,21,Education,4.0.3 and up,Education
BH Mission Playbook,4.3,0,22000.0,100,0.0,Everyone,0,2018,4,2,Travel & Local,4.4 and up,Travel & Local
